Year,Round,College Code,College,Course,3AG,3AH,3AK,3AKH,3AR,3ARH,GM,GMH,GMK,GMKH,GMR,GMRH
2023,R2,E175,"S.G.Balekundri Institute of Technology Belgaum","Computer Science and Engineering",50724,,,,60166,,39419,,40906,,45840,
2023,R2,E177,"Rajeev Institute of Technology Hassan","Computer Science and Engineering",48643,,,,,,47184,,52338,,54715,
2023,R2,E177,"Rajeev Institute of Technology Hassan","Information Science and Engineering",57389,,,,,,57315,,65660,,66877,
2023,R2,E178,"The National Institute of Engineering(NORTH CAMPUS) Mysore","Computer Science (AI and Machine Learning)",9155,,,,,,8664,,11835,,13488,
2023,R2,E178,"The National Institute of Engineering(NORTH CAMPUS) Mysore","Computer Science and Engineering",5719,,,,7363,,5061,,10277,,6887,
2023,R2,E178,"The National Institute of Engineering(NORTH CAMPUS) Mysore","Information Science and Engineering",7812,,,,8764,,7603,,15171,,8584,
2023,R2,E185,"Angadi Institute of Technology and Management Belgaum","Computer Science and Engineering",56118,,,,,,47584,,39744,,51228,
2023,R2,E186,"ACS College of Engineering Kengeri Hobli,Bangalore","Computer Science and Engineering",42467,,,,,,41543,,55724,,51158,
2023,R2,E186,"ACS College of Engineering Kengeri Hobli,Bangalore","Computer Science and Engineering - Data Science",57585,,,,,,57263,,,,86349,
2023,R2,E189,"Navkis College of Engineering (Formerly NDRKIT) Kandali, Hassan","Artificial Intelligence and Data Science",62537,,,,66465,,59152,,84171,,60296,
2023,R2,E189,"Navkis College of Engineering (Formerly NDRKIT) Kandali, Hassan","Artificial Intelligence and Machine Learning",59462,,,,,,58148,,,,69744,
2023,R2,E189,"Navkis College of Engineering (Formerly NDRKIT) Kandali, Hassan","Computer Science and Engineering",42015,,,,49319,,40346,,64255,,48993,
2023,R2,E194,"Government Engineering College KARWAR","Computer Science and Engineering",64500,,,,67694,,59014,,62401,,65586,
2023,R2,E196,"Jain College of Engineering Machche,Belgaum","Computer Science (AI and Machine Learning)",73833,,,,,,40661,,48230,,50762,
2023,R2,E196,"Jain College of Engineering Machche,Belgaum","Computer Science and Engineering",36919,,,,,,28924,,29960,,32730,
2023,R2,E198,"Sharnbasva University College for Women(Formerly Godutai) Gulbarga","Computer Science and Engineering",56049,,,,,,49497,,,,54784,
2023,R2,E199,"AGM Rural Engineering College Hubli, Darward (D)","Computer Science and Engineering",68830,,,,,,55777,,56847,,65771,
2023,R2,E201,"Gopalan College of Engineering and Management White Field, Bangalore","Computer Science and Engineering",49786,,,,,,47577,,56014,,55544,
2023,R2,E203,"K.S. School of Engineering And Management Mallasandra, Bangalore","Artificial Intelligence and Data Science",58337,,,,,,56221,,72987,,63148,
2023,R2,E203,"K.S. School of Engineering And Management Mallasandra, Bangalore","Computer Science and Engineering",46972,,,,,,46671,,50778,,58153,
2023,R2,E204,"Bangalore Technological Institute Sarjapura Rd, Bangalore","Computer Science and Engineering",54758,,,,,,53475,,53996,,59679,
2023,R2,E205,"ATME College of Engineering Varun hobli,Mysore","Computer Science (AI and Machine Learning)",51250,,,,,,44395,,,,48368,
2023,R2,E205,"ATME College of Engineering Varun hobli,Mysore","Computer Science and Engineering",38091,,,,,,37617,,38431,,44780,
2023,R2,E205,"ATME College of Engineering Varun hobli,Mysore","Computer Science and Engineering - Data Science",56112,,,,,,55889,,60026,,66942,
2023,R2,E206,"Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist","Artificial Intelligence and Data Science",84892,,,,193805,,48656,,,,52927,
2023,R2,E206,"Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist","Artificial Intelligence and Machine Learning",75293,,,,,,59724,,70802,,71361,
2023,R2,E206,"Shri Madhwa Vadiraja Institute of Technology and Management Udupi Dist","Computer Science and Engineering",70895,,,,,,35975,,41715,,41767,
2023,R2,E209,"Jyothi Institute of Technology Bangalore","Artificial Intelligence and Machine Learning",44354,,,,,,42548,,82286,,56098,
2023,R2,E209,"Jyothi Institute of Technology Bangalore","Computer Science and Engineering",35747,,,,,,34377,,53613,,41852,
2023,R2,E209,"Jyothi Institute of Technology Bangalore","Information Science and Engineering",41396,,,,,,39168,,,,47161,
2023,R2,E211,"Jain Institute of Technology Cross,Davanagere","Computer Science and Engineering",50234,,,,,,48487,,50415,,55438,
2023,R2,E212,"Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore","Artificial Intelligence and Machine Learning",16613,,,,,,15535,,24508,,24455,
2023,R2,E212,"Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore","Computer Science and Design",25971,,,,33973,,23436,,43198,,26406,
2023,R2,E212,"Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore","Computer Science (Artificial Intelligence)",20526,,,,,,19365,,34298,,29310,
2023,R2,E212,"Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore","Computer Science and Engineering",14905,,,,16085,,14466,,18231,,15926,
2023,R2,E212,"Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore","Computer Science - Cyber Security",22660,,,,,,21512,,,,30942,
2023,R2,E212,"Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore","Computer Science and Engineering - Data Science",21861,,,,,,19394,,42684,,22437,
2023,R2,E212,"Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore","Computer Science - IoT and Cyber Security",25263,,,,,,24370,,40695,,26186,
2023,R2,E212,"Dayananda Sagar Academy of Technology Kanakapur Main Road Bangalore","Information Science and Engineering",18226,,,,,,17667,,23391,,20997,
2023,R2,E216,"Shetty Institute of Technology Gulbarga","Computer Science and Engineering",,,,,,,59057,,,,67608,
2023,R2,E220,"Alliance University Bangalore","Computer Science and Engineering",48589,,,,58657,,43936,,57840,,58181,
2023,R2,E222,"Cambridge Institutute of Technology-North Campus Devanahalli(TQ),Bangalore(R)","Computer Science and Engineering",48527,,,,,,45600,,58437,,55228,
2023,R2,E222,"Cambridge Institutute of Technology-North Campus Devanahalli(TQ),Bangalore(R)","Computer Science - Cyber Security",64175,,,,78956,,58815,,90574,,78914,
2023,R2,E232,"Reva University Bangalore","Computer Science and Engineering",16024,,,,18411,,14440,,19342,,17285,
2023,R2,E235,"M.S. Ramaiah University of Applied Sciences Bangalore","Computer Science and Engineering",14470,,,,,,12376,,19184,,19231,
2023,R2,E237,"Presidency University Yelahanka, Bangalore","Computer Science and Engineering",37413,,54409,,47746,,35552,,49569,,45897,
2023,R2,E237,"Presidency University Yelahanka, Bangalore","Computer Science (Networks)",48732,,,,,,45758,,101245,,68604,
2023,R2,E239,"East West College of Engineering Yelahanka New Town, Bangalore","Computer Science and Engineering",42622,,,,,,42442,,42844,,48800,
2023,R2,E240,"Dayananda Sagar University Hosur Road, Bangalore","Computer Science and Engineering",25700,,,,29097,,23442,,34750,,28402,
2023,R2,E241,"KLE Technological University(Formerly BVBCET) Dharward Dist","Computer Science (Artificial Intelligence)",8492,,,,,,7479,,9966,,12613,
2023,R2,E241,"KLE Technological University(Formerly BVBCET) Dharward Dist","Computer Science and Engineering",7630,,,,12021,,4326,,4800,,5446,
2023,R2,E254,"A J Institute Of Engineering And Technology MANGALORE","Artificial Intelligence and Data Science",59311,,,,75887,,56159,,56518,,58233,
2023,R2,E254,"A J Institute Of Engineering And Technology MANGALORE","Computer Science (AI and Machine Learning)",,,,,,,50605,,70814,,60796,
2023,R2,E254,"A J Institute Of Engineering And Technology MANGALORE","Computer Science and Engineering",40411,,,,,,38461,,38848,,43662,
2023,R2,E254,"A J Institute Of Engineering And Technology MANGALORE","Information Science and Engineering",61066,,,,,,46794,,,,50920,
2023,R2,E255,"Gitam School Of Technology BANGALORE RURAL DIST","Computer Science (AI and Machine Learning)",57347,,,,,,53120,,91638,,63413,
2023,R2,E255,"Gitam School Of Technology BANGALORE RURAL DIST","Computer Science and Engineering",46846,,,,57827,,45130,,49068,,56176,
2023,R2,E255,"Gitam School Of Technology BANGALORE RURAL DIST","Computer Science - Cyber Security",,,,,,,59919,,64142,,61768,
2023,R2,E255,"Gitam School Of Technology BANGALORE RURAL DIST","Computer Science and Engineering - Data Science",59145,,,,,,55817,,,,71245,
2023,R2,E257,"CMR University CHAGALATTI, BANGALORE","Computer Science and Engineering",39407,,,,48748,,36031,,48533,,47335,
2023,R2,E257,"CMR University CHAGALATTI, BANGALORE","Computer Science (AI and Machine Learning)",42928,,,,,,39184,,98786,,57464,
2023,R2,E258,"Maharaja Institute of Technology THANDAVAPURA, MYSORE","Artificial Intelligence and Data Science",42166,,,,,,41606,,54215,,52697,
2023,R2,E258,"Maharaja Institute of Technology THANDAVAPURA, MYSORE","Computer Science (AI and Machine Learning)",52997,,71320,,,,52385,,,,60618,
2023,R2,E258,"Maharaja Institute of Technology THANDAVAPURA, MYSORE","Computer Science and Engineering",33641,,,,,,31816,,40952,,38610,
2023,R2,E265,"Jain College of Engineering and Technology Hubballi","Artificial Intelligence and Machine Learning",64625,,,,,,51156,,56177,,64387,
2023,R2,E265,"Jain College of Engineering and Technology Hubballi","Computer Science and Engineering",50509,,,,,,40084,,42091,,44242,
2023,R2,E269,"Jain College of Engineering and Research Udyambhag, Belgaum","Computer Science and Engineering",45097,,,,,,39493,,39569,,41398,
2023,R2,E272,"Government Engineering College Talakal,Koppal","Computer Science and Engineering",,,,,,,47728,,49825,,65322,
2023,R2,E274,"Government Engineering College Moselehosahalli,Hassan","Computer Science and Engineering",49723,,,,,,49413,,49772,,53960,
2023,R2,E275,"R V Institute of Technology and Management JP Nagar, Bengaluru","Computer Science and Engineering",9294,,,,,,8655,,8821,,12907,
2023,R2,E275,"R V Institute of Technology and Management JP Nagar, Bengaluru","Information Science and Engineering",11207,,,,,,10217,,24528,,15991,
2023,R2,E279,"Visvesvaraya Technological University Belgaum","Computer Science and Engineering",30002,,,,31994,,24463,,25208,,29260,
2023,R2,E283,"University of Mysore Mysore","Artificial Intelligence and Data Science",50872,,,,,,47226,,69611,,57346,
2023,R2,E283,"University of Mysore Mysore","Artificial Intelligence and Machine Learning",49371,,,,70166,,41004,,44633,,62096,
2023,R2,E284,"Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore","Computer Science and Engineering",2765,,,,,,2700,,7271,,4796,
2023,R2,E285,"R V University Bangalore","Computer Science and Engineering",9202,,23078,,15939,,8017,,17781,,15928,
2023,R2,E286,"BGS College of Engineering and Technology Mahalakshmipuram,Bangalore","Artificial Intelligence and Data Science",41191,,,,,,40736,,,,47658,
2023,R2,E286,"BGS College of Engineering and Technology Mahalakshmipuram,Bangalore","Artificial Intelligence and Machine Learning",40129,,,,48618,,38586,,81485,,46724,
2023,R2,E286,"BGS College of Engineering and Technology Mahalakshmipuram,Bangalore","Computer Science and Design",,,,,,,55613,,71888,,60380,
2023,R2,E286,"BGS College of Engineering and Technology Mahalakshmipuram,Bangalore","Computer Science and Engineering",24107,,,,,,22707,,,,28067,
2023,R2,E286,"BGS College of Engineering and Technology Mahalakshmipuram,Bangalore","Information Science and Engineering",28880,,,,,,28796,,49583,,40974,
2023,R2,E288,"Garden City University Bangalore","Computer Science and Engineering",59055,,,,73131,,54114,,72102,,72479,
2023,R2,E289,"Visvesvaraya Technological University - Regional Center Rajapur,Kalburgi","Computer Science and Engineering",,,91006,,,,35084,,,,40267,
2023,R2,E290,"Visvesvaraya Technological University - Regional Center Mysore","Computer Science and Engineering",29189,,,,37524,,28344,,29888,,34637,
2023,R2,E292,"Government Engineering College Bidar","Computer Science and Engineering",72800,,,,,,42929,,,,45867,
2023,R3,E001,"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","Artificial Intelligence and Machine Learning",7188,,,,,,6935,,7979,,8653,
2023,R3,E001,"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","Computer Science and Engineering",4749,,,,5774,,4344,,6701,,5402,
2023,R3,E001,"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","Information Science and Engineering",5783,,,,,,5695,,7193,,6198,
2023,R3,E002,"S K S J T Institute of Engineering. Bangalore","Computer Science and Engineering",23794,,,,,,23163,,24419,,,
2023,R3,E004,"Dr. Ambedkar Institute Of Technology Bangalore","Computer Science and Engineering",12629,,13444,,,,10609,,11124,,11482,
2023,R3,E005,"R. V. College of Engineering Bangalore","Artificial Intelligence and Machine Learning",1213,,,,,,1143,,3175,,2190,
2023,R3,E005,"R. V. College of Engineering Bangalore","Computer Science and Engineering",397,,,,844,,360,,1659,,800,
2023,R3,E005,"R. V. College of Engineering Bangalore","Computer Science - Cyber Security",1954,,5075,,,,1339,,,,2620,
2023,R3,E005,"R. V. College of Engineering Bangalore","Computer Science and Engineering - Data Science",1382,,,,,,899,,2750,,1777,
2023,R3,E005,"R. V. College of Engineering Bangalore","Information Science and Engineering",723,,,,,,663,,3599,,976,
2023,R3,E006,"M S Ramaiah Institute of Technology Bangalore","Artificial Intelligence and Data Science",4801,,,,5810,,4594,,13257,,5634,
2023,R3,E006,"M S Ramaiah Institute of Technology Bangalore","Artificial Intelligence and Machine Learning",4368,,,,,,4178,,6501,,7225,
2023,R3,E006,"M S Ramaiah Institute of Technology Bangalore","Computer Science (AI and Machine Learning)",3764,,,,5229,,3342,,7784,,4131,
2023,R3,E006,"M S Ramaiah Institute of Technology Bangalore","Computer Science and Engineering",2479,,,,,,1859,,3592,,3045,
2023,R3,E006,"M S Ramaiah Institute of Technology Bangalore","Computer Science - Cyber Security",5487,,,,,,4810,,,,6414,
2023,R3,E006,"M S Ramaiah Institute of Technology Bangalore","Information Science and Engineering",2797,,,,,,2634,,4207,,3260,
2023,R3,E007,"Dayananda Sagar College of Engineering Bangalore","Artificial Intelligence and Machine Learning",6671,,,,,,5840,,,,7724,
2023,R3,E007,"Dayananda Sagar College of Engineering Bangalore","Computer Science and Design",15564,,,,,,11288,,,,17362,
2023,R3,E007,"Dayananda Sagar College of Engineering Bangalore","Computer Science and Engineering",5047,,,,6418,,4424,,7987,,5914,
2023,R3,E007,"Dayananda Sagar College of Engineering Bangalore","Computer Science - Cyber Security",8509,,,,,,8195,,,,10111,
2023,R3,E007,"Dayananda Sagar College of Engineering Bangalore","Computer Science and Engineering - Data Science",7486,,,,,,7360,,12872,,11414,
2023,R3,E007,"Dayananda Sagar College of Engineering Bangalore","Computer Science - IoT and Cyber Security",12020,,,,,,10560,,,,14165,
2023,R3,E007,"Dayananda Sagar College of Engineering Bangalore","Information Science and Engineering",6875,,,,,,6665,,11255,,7832,
2023,R3,E007,"Dayananda Sagar College of Engineering Bangalore","Robotics and Artificial Intelligence",18390,,,,,,15790,,,,27621,
2023,R3,E008,"Bangalore Institute of Technology Bangalore","Artificial Intelligence and Machine Learning",9959,,23188,,,,8627,,,,11392,
2023,R3,E008,"Bangalore Institute of Technology Bangalore","Computer Science and Engineering",7311,,,,8395,,6708,,8086,,8380,
2023,R3,E008,"Bangalore Institute of Technology Bangalore","Computer Science and Engineering - Data Science",11016,,,,,,10325,,19877,,,
2023,R3,E008,"Bangalore Institute of Technology Bangalore","Computer Science - IoT and Cyber Security",16644,,,,,,13217,,,,19192,
2023,R3,E008,"Bangalore Institute of Technology Bangalore","Information Science and Engineering",9309,,,,,,9132,,,,11664,
2023,R3,E008,"Bangalore Institute of Technology Bangalore","Robotics and Artificial Intelligence",21655,,,,,,21426,,50409,,37067,
2023,R3,E009,"P E S University (Ring Road Campus) Bangalore","Computer Science and Engineering",1903,,,,3481,,1643,,4618,,3246,
2023,R3,E011,"M V J College of Engineering Bangalore","Artificial Intelligence and Machine Learning",,,,,,,27539,,,,31874,
2023,R3,E011,"M V J College of Engineering Bangalore","Computer Science and Design",39224,,,,,,38092,,,,47001,
2023,R3,E011,"M V J College of Engineering Bangalore","Computer Science and Engineering",24497,,,,,,21787,,26871,,26367,
2023,R3,E011,"M V J College of Engineering Bangalore","Computer Science and Engineering - Data Science",33323,,,,,,28780,,,,30524,
2023,R3,E011,"M V J College of Engineering Bangalore","Information Science and Engineering",27971,,,,,,26640,,27584,,30400,
2023,R3,E012,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,","Artificial Intelligence and Machine Learning",16996,,,,21508,,16922,,20276,,19430,
2023,R3,E012,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,","Computer Science and Engineering",14017,,,,,,13629,,14669,,15839,
2023,R3,E012,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,","Computer Science - IoT and Cyber Security",24008,,,,,,22976,,,,32410,
2023,R3,E012,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,","Information Science and Engineering",16978,,,,19014,,16682,,24139,,18061,
2023,R3,E014,"S J C Institute of Technology Chickballapur","Artificial Intelligence and Data Science",50884,,61295,,,,45074,,,,,
2023,R3,E014,"S J C Institute of Technology Chickballapur","Computer Science (AI and Machine Learning)",48071,,,,,,44510,,,,56345,
2023,R3,E014,"S J C Institute of Technology Chickballapur","Computer Science and Engineering",31693,,,,,,29701,,43105,,35551,
2023,R3,E014,"S J C Institute of Technology Chickballapur","Information Science and Engineering",,,,,,,41686,,60544,,53319,
2023,R3,E016,"Siddaganga Institute of Technology Tumkur","Artificial Intelligence and Data Science",13425,,,,,,11265,,19100,,11949,
2023,R3,E016,"Siddaganga Institute of Technology Tumkur","Computer Science (AI and Machine Learning)",11990,,,,,,10658,,,,12877,
2023,R3,E016,"Siddaganga Institute of Technology Tumkur","Computer Science and Engineering",6911,,,,,,5821,,8226,,6827,
2023,R3,E016,"Siddaganga Institute of Technology Tumkur","Information Science and Engineering",9295,,,,,,8952,,10632,,10666,
2023,R3,E017,"Sri Siddartha Institute of Technology Tumkur","Artificial Intelligence and Machine Learning",,,,,,,36010,,46924,,,
2023,R3,E017,"Sri Siddartha Institute of Technology Tumkur","Computer Science and Engineering",29600,,,,36193,,28545,,32692,,35058,
2023,R3,E017,"Sri Siddartha Institute of Technology Tumkur","Computer Science - Cyber Security",65470,,102108,,,,57457,,,,92545,
2023,R3,E017,"Sri Siddartha Institute of Technology Tumkur","Computer Science and Engineering - Data Science",,,,,,,49162,,65905,,50043,
2023,R3,E017,"Sri Siddartha Institute of Technology Tumkur","Information Science and Engineering",44771,,,,,,36695,,45463,,45780,
2023,R3,E018,"Kalpatharu Institute of Technology Tiptur","Computer Science and Engineering",76962,,,,,,58372,,74713,,68207,
2023,R3,E021,"Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore","Computer Science and Engineering",2239,,,,,,2077,,2863,,3783,
2023,R3,E028,"Tontadarya College of Engineering Gadag","Computer Science and Engineering",76780,,,,,,55223,,68710,,,
2023,R3,E031,"Basaveshwara Engineering College Bagalkot","Computer Science and Engineering",17619,,,,21733,,16243,,16436,,17530,
2023,R3,E034,"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","Artificial Intelligence and Machine Learning",20686,,,,25732,,15056,,18780,,15577,
2023,R3,E034,"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","Computer Science and Engineering",13294,,,,,,12241,,16913,,14379,
2023,R3,E034,"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","Information Science and Engineering",17292,,,,,,14026,,19342,,14261,
2023,R3,E036,"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","Computer Science (Artificial Intelligence)",35493,,,,,,19844,,25677,,24969,
2023,R3,E036,"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","Computer Science and Engineering",22510,,,,,,17632,,18239,,20503,
2023,R3,E037,"K.L.S. Gogte Institute of Technology Belgaum","Computer Science and Engineering",13528,,,,,,10633,,12667,,13314,
2023,R3,E037,"K.L.S. Gogte Institute of Technology Belgaum","Information Science and Engineering",17625,,,,24433,,15910,,16654,,19530,
2023,R3,E038,"B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech. vijayapur","Computer Science (AI and Machine Learning)",,,,,,,43100,,,,69671,
2023,R3,E038,"B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech. vijayapur","Computer Science and Engineering",50939,,,,,,30796,,32459,,34776,
2023,R3,E038,"B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech. vijayapur","Computer Science and Engineering - Data Science",64198,,104662,,,,58849,,,,59474,
2023,R3,E038,"B L D E As V.P. Dr. P. G. Hallakatti College of Engg. and Tech. vijayapur","Information Science and Engineering",61441,,,,88744,,40401,,41614,,41160,
2023,R3,E040,"Hira Sugar Institute of Technology Belagavi District,","Computer Science and Engineering",58643,,,,,,53523,,53952,,56952,
2023,R3,E043,"Gurunanak Dev Engineering College Bidar","Computer Science and Engineering",47945,,,,,,38748,,,,43402,
2023,R3,E044,"Bheemanna Khandre Institute of Technology Bhalki","Computer Science and Engineering",,,,,,,52140,,,,60824,
2023,R3,E045,"Rao Bahadur Y.Mahabaleswarappa Engineering College Bellari","Computer Science and Engineering",62828,,,,,,46198,,51232,,55811,
2023,R3,E047,"Malnad College of Engineering Hassan","Computer Science (AI and Machine Learning)",32839,,,,,,26383,,41187,,27140,
2023,R3,E047,"Malnad College of Engineering Hassan","Computer Science and Engineering",19557,,,,,,18287,,22733,,19105,
2023,R3,E047,"Malnad College of Engineering Hassan","Information Science and Engineering",27781,,,,,,25968,,34062,,29056,
2023,R3,E048,"B M S College of Engineering Basavanagudi,Bangalore","Artificial Intelligence and Data Science",,,,,,,2911,,10891,,5092,
2023,R3,E048,"B M S College of Engineering Basavanagudi,Bangalore","Artificial Intelligence and Machine Learning",3742,,,,5882,,3607,,11269,,5436,
2023,R3,E048,"B M S College of Engineering Basavanagudi,Bangalore","Computer Science and Engineering",1594,,,,2339,,1037,,3057,,1817,
2023,R3,E048,"B M S College of Engineering Basavanagudi,Bangalore","Computer Science and Engineering - Data Science",2538,,,,,,2153,,,,2571,
2023,R3,E048,"B M S College of Engineering Basavanagudi,Bangalore","Computer Science - IoT and Cyber Security",7237,,,,,,3885,,18019,,7765,
2023,R3,E048,"B M S College of Engineering Basavanagudi,Bangalore","Information Science and Engineering",2301,,,,4017,,2034,,6820,,3819,
2023,R3,E049,"Basaveshwara Engineering College Bagalkot","Artificial Intelligence and Machine Learning",39222,,,,,,30048,,33269,,35283,
2023,R3,E049,"Basaveshwara Engineering College Bagalkot","Computer Science and Engineering",,,,,,,21205,,23492,,24850,
2023,R3,E049,"Basaveshwara Engineering College Bagalkot","Information Science and Engineering",34488,,,,,,29843,,29908,,32023,
2023,R3,E057,"JSS Science and Technology University(Formerly SJCE) Mysore","Computer Science and Engineering",4097,,,,,,3525,,4666,,4636,
2023,R3,E057,"JSS Science and Technology University(Formerly SJCE) Mysore","Information Science and Engineering",4556,,,,,,4283,,7411,,5653,
2023,R3,E058,"P E S College of Engineering Mandya","Computer Science (AI and Machine Learning)",26928,,,,,,26650,,62500,,26785,
2023,R3,E058,"P E S College of Engineering Mandya","Computer Science and Engineering",19273,,,,,,17729,,19290,,21608,
2023,R3,E058,"P E S College of Engineering Mandya","Computer Science and Engineering - Data Science",32354,,,,37420,,30932,,32243,,31035,
2023,R3,E058,"P E S College of Engineering Mandya","Information Science and Engineering",23882,,,,,,23854,,,,26271,
2023,R3,E059,"P D A College of Engineering Gulbarga","Artificial Intelligence and Machine Learning",,,,,,,31385,,,,41182,
2023,R3,E059,"P D A College of Engineering Gulbarga","Computer Science and Design",120945,,,,,,50981,,,,,
2023,R3,E059,"P D A College of Engineering Gulbarga","Computer Science and Engineering",40753,,,,,,26287,,28616,,36510,
2023,R3,E059,"P D A College of Engineering Gulbarga","Information Science and Engineering",,,,,,,43501,,,,45374,
2023,R3,E060,"Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore","Artificial Intelligence and Machine Learning",19924,,,,,,18685,,24359,,23678,
2023,R3,E060,"Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore","Computer Science and Engineering",14926,,,,,,14803,,19847,,16030,
2023,R3,E060,"Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore","Information Science and Engineering",18366,,,,,,16568,,21046,,19580,
2023,R3,E061,"University B.D.T. college of Engineering Davangere","Computer Science and Engineering",26597,,54469,,,,19330,,20227,,20821,
2023,R3,E062,"Bapuji Institute of Engineering and Technology Davangere","Artificial Intelligence and Machine Learning",38484,,,,,,35248,,39136,,41045,
2023,R3,E062,"Bapuji Institute of Engineering and Technology Davangere","Computer Science and Design",107581,,,,,,50240,,,,76024,
2023,R3,E062,"Bapuji Institute of Engineering and Technology Davangere","Computer Science and Engineering",22610,,,,38509,,21204,,27775,,29087,
2023,R3,E062,"Bapuji Institute of Engineering and Technology Davangere","Computer Science and Engineering - Data Science",50585,,,,,,37344,,,,48525,
2023,R3,E062,"Bapuji Institute of Engineering and Technology Davangere","Information Science and Engineering",36299,,,,,,29927,,35554,,35706,
2023,R3,E064,"Adhichunchanagiri Institute of Technology Chickmagalur","Artificial Intelligence and Machine Learning",53661,,,,,,48131,,,,51231,
2023,R3,E064,"Adhichunchanagiri Institute of Technology Chickmagalur","Computer Science and Engineering",32263,,,,,,32080,,61066,,38610,
2023,R3,E064,"Adhichunchanagiri Institute of Technology Chickmagalur","Computer Science and Engineering - Data Science",61000,,,,,,56669,,65109,,114361,
2023,R3,E064,"Adhichunchanagiri Institute of Technology Chickmagalur","Information Science and Engineering",,,,,,,40444,,,,61268,
2023,R3,E065,"Jawaharlal Nehru National College of Engineering Shimoga","Artificial Intelligence and Machine Learning",,,,,,,35513,,,,42519,
2023,R3,E065,"Jawaharlal Nehru National College of Engineering Shimoga","Computer Science and Engineering",29270,,,,,,21576,,37982,,24622,
2023,R3,E065,"Jawaharlal Nehru National College of Engineering Shimoga","Computer Science and Engineering - Data Science",,,89724,,,,40881,,,,47895,
2023,R3,E065,"Jawaharlal Nehru National College of Engineering Shimoga","Information Science and Engineering",38510,,,,,,31176,,35501,,33081,
2023,R3,E071,"Vidya Vardhaka College of Engineering Mysuru","Computer Science (AI and Machine Learning)",19161,,,,,,17912,,38031,,19604,
2023,R3,E071,"Vidya Vardhaka College of Engineering Mysuru","Computer Science and Engineering",13247,,,,17877,,12126,,13337,,15385,
2023,R3,E071,"Vidya Vardhaka College of Engineering Mysuru","Information Science and Engineering",17935,,,,20371,,16543,,22989,,20294,
2023,R3,E075,"Ballari Institute of Technology and Management Near Allipur Bellary","Artificial Intelligence and Machine Learning",59109,,,,,,41790,,66151,,59869,
2023,R3,E075,"Ballari Institute of Technology and Management Near Allipur Bellary","Computer Science (Artificial Intelligence)",64594,,,,,,51135,,,,52590,
2023,R3,E075,"Ballari Institute of Technology and Management Near Allipur Bellary","Computer Science and Engineering",33913,,,,,,21520,,32085,,35051,
2023,R3,E075,"Ballari Institute of Technology and Management Near Allipur Bellary","Computer Science and Engineering - Data Science",67556,,,,,,47519,,132437,,94760,
2023,R3,E076,"Proudadevaraya Institute of Technology Indiranagar Hospet, Ballari DT","Computer Science and Engineering",,,,,,,54832,,96847,,80855,
2023,R3,E077,"Vidya Vikas Institute of Engineering and Technology Mysuru","Computer Science and Engineering",35667,,,,,,34127,,,,40564,
2023,R3,E077,"Vidya Vikas Institute of Engineering and Technology Mysuru","Information Science and Engineering",43254,,,,,,42428,,48561,,56539,
2023,R3,E078,"The Oxford College of Engineering Bangalore","Artificial Intelligence and Machine Learning",41677,,78188,,,,34827,,,,34913,
2023,R3,E078,"The Oxford College of Engineering Bangalore","Computer Science and Engineering",28840,,,,,,28057,,,,29818,
2023,R3,E078,"The Oxford College of Engineering Bangalore","Information Science and Engineering",40851,,,,,,36623,,39725,,41753,
2023,R3,E079,"Acharya Institute of Technology Bangalore","Artificial Intelligence and Machine Learning",25644,,,,,,25539,,27645,,29866,
2023,R3,E079,"Acharya Institute of Technology Bangalore","Computer Science and Engineering",18190,,,,,,17678,,19674,,22810,
