Year,Round,College Code,College,Course,3AG,3AH,3AK,3AKH,3AR,3ARH,GM,GMH,GMK,GMKH,GMR,GMRH
2023,R3,E079,"Acharya Institute of Technology Bangalore","Computer Science and Engineering - Data Science",25305,,,,,,25304,,33813,,28516,
2023,R3,E079,"Acharya Institute of Technology Bangalore","Information Science and Engineering",23797,,,,,,22099,,27057,,28820,
2023,R3,E082,"J S S Academy of Technical Education Bangalore","Computer Science (AI and Machine Learning)",19812,,101727,,27388,,19356,,21934,,27078,
2023,R3,E082,"J S S Academy of Technical Education Bangalore","Computer Science and Engineering",15303,,,,,,13726,,21123,,15003,
2023,R3,E082,"J S S Academy of Technical Education Bangalore","Information Science and Engineering",18747,,,,,,18014,,22438,,21247,
2023,R3,E082,"J S S Academy of Technical Education Bangalore","Robotics and Automation",,,,,,,41190,,,,96624,
2023,R3,E083,"H.K.B.K.College of Engineering Bangalore","Artificial Intelligence and Machine Learning",56295,,,,78293,,55482,,64716,,58940,
2023,R3,E083,"H.K.B.K.College of Engineering Bangalore","Computer Science and Engineering",48527,,,,,,44217,,47151,,47290,
2023,R3,E083,"H.K.B.K.College of Engineering Bangalore","Information Science and Engineering",60046,,,,,,59113,,,,64026,
2023,R3,E085,"APS College of Engineering Somanahalli, Bangalore","Computer Science and Engineering",,,,,,,54347,,,,56541,
2023,R3,E086,"Sri Sairam College of Engineering(Formerly Shirdi Sai Engg) Anekal,Bangalore","Computer Science and Engineering",55414,,,,,,55180,,66778,,57448,
2023,R3,E087,"Vivekananada Institute of Technology Bangalore","Computer Science and Engineering",52355,,,,,,50634,,,,52881,
2023,R3,E091,"K S Institute of Technology Bangalore","Artificial Intelligence and Machine Learning",35965,,,,51419,,34578,,,,37039,
2023,R3,E091,"K S Institute of Technology Bangalore","Computer Science and Design",46898,,,,,,42637,,,,73221,
2023,R3,E091,"K S Institute of Technology Bangalore","Computer Science and Engineering",31646,,,,,,30062,,50707,,39806,
2023,R3,E091,"K S Institute of Technology Bangalore","Computer Science - IoT and Cyber Security",56035,,,,,,53997,,,,98928,
2023,R3,E092,"Vemana Institute of Technology Bangalore","Artificial Intelligence and Machine Learning",56494,,,,,,55065,,56721,,67694,
2023,R3,E092,"Vemana Institute of Technology Bangalore","Computer Science and Engineering",41120,,,,,,40856,,54133,,44968,
2023,R3,E092,"Vemana Institute of Technology Bangalore","Information Science and Engineering",55849,,,,,,52739,,61963,,57464,
2023,R3,E095,"AMC Engineering College Bangalore","Artificial Intelligence and Machine Learning",44830,,74231,,59373,,38690,,48116,,42827,
2023,R3,E095,"AMC Engineering College Bangalore","Computer Science (AI and Machine Learning)",51086,,,,,,46895,,76022,,59935,
2023,R3,E095,"AMC Engineering College Bangalore","Computer Science and Engineering",35009,,,,48431,,32991,,41331,,44540,
2023,R3,E095,"AMC Engineering College Bangalore","Computer Science and Engineering - Data Science",53754,,,,,,51776,,60525,,62276,
2023,R3,E095,"AMC Engineering College Bangalore","Information Science and Engineering",42942,,,,,,41700,,50184,,48575,
2023,R3,E096,"East Point College of Engineering and Technology Bangalore","Artificial Intelligence and Data Science",51189,,,,,,45484,,,,59763,
2023,R3,E096,"East Point College of Engineering and Technology Bangalore","Computer Science (AI and Machine Learning)",48782,,113824,,58509,,47700,,,,57820,
2023,R3,E096,"East Point College of Engineering and Technology Bangalore","Computer Science and Engineering",40219,,,,,,37342,,41693,,41776,
2023,R3,E096,"East Point College of Engineering and Technology Bangalore","Information Science and Engineering",52284,,,,,,51620,,60364,,53985,
2023,R3,E097,"C M R Institute of Technology Bangalore","Artificial Intelligence and Data Science",21414,,57718,,31188,,20653,,30450,,25873,
2023,R3,E097,"C M R Institute of Technology Bangalore","Artificial Intelligence and Machine Learning",,,,,24446,,20766,,29039,,24180,
2023,R3,E097,"C M R Institute of Technology Bangalore","Computer Science (AI and Machine Learning)",18817,,,,,,18213,,36767,,25670,
2023,R3,E097,"C M R Institute of Technology Bangalore","Computer Science and Engineering",14841,,,,,,13866,,18450,,17466,
2023,R3,E097,"C M R Institute of Technology Bangalore","Computer Science and Engineering - Data Science",21153,,,,,,20411,,,,24858,
2023,R3,E097,"C M R Institute of Technology Bangalore","Information Science and Engineering",17882,,,,,,17583,,20719,,20363,
2023,R3,E098,"Atria Institute of Technology Bangalore","Artificial Intelligence and Machine Learning",34999,,,,,,32111,,52819,,49043,
2023,R3,E098,"Atria Institute of Technology Bangalore","Computer Science and Design",65079,,,,75623,,58617,,67947,,72183,
2023,R3,E098,"Atria Institute of Technology Bangalore","Computer Science and Engineering",29769,,,,,,28445,,38449,,36930,
2023,R3,E098,"Atria Institute of Technology Bangalore","Computer Science and Engineering - Data Science",40854,,,,,,38066,,63109,,46632,
2023,R3,E098,"Atria Institute of Technology Bangalore","Information Science and Engineering",39564,,,,48976,,38535,,52079,,46264,
2023,R3,E099,"New Horizon College of Engineering Bangalore","Artificial Intelligence and Machine Learning",17379,,,,21757,,15820,,19503,,19050,
2023,R3,E099,"New Horizon College of Engineering Bangalore","Computer Science and Engineering",10607,,,,,,9034,,16885,,13797,
2023,R3,E099,"New Horizon College of Engineering Bangalore","Computer Science and Engineering - Data Science",17748,,51743,,,,17539,,31660,,23805,
2023,R3,E099,"New Horizon College of Engineering Bangalore","Information Science and Engineering",14006,,,,20174,,12776,,17825,,17112,
2023,R3,E101,"Channabasaveshwara Institute of Technology Gubbi, Tumkur","Computer Science and Engineering",47520,,,,,,39595,,52194,,45507,
2023,R3,E101,"Channabasaveshwara Institute of Technology Gubbi, Tumkur","Information Science and Engineering",,,,,,,51947,,,,59650,
2023,R3,E102,"DONBOSCO Institute of Technology Bangalore","Artificial Intelligence and Data Science",44115,,,,,,40398,,,,52783,
2023,R3,E102,"DONBOSCO Institute of Technology Bangalore","Computer Science (AI and Machine Learning)",50804,,,,,,48169,,63473,,62197,
2023,R3,E102,"DONBOSCO Institute of Technology Bangalore","Computer Science and Engineering",31090,,,,,,30323,,32679,,35257,
2023,R3,E102,"DONBOSCO Institute of Technology Bangalore","Information Science and Engineering",43614,,,,,,42281,,46256,,50051,
2023,R3,E103,"Global Academy of Technology Bangalore","Artificial Intelligence and Data Science",28299,,,,30997,,28111,,35902,,28448,
2023,R3,E103,"Global Academy of Technology Bangalore","Artificial Intelligence and Machine Learning",27305,,65206,,,,25698,,,,28714,
2023,R3,E103,"Global Academy of Technology Bangalore","Computer Science (AI and Machine Learning)",25494,,,,,,24856,,,,28513,
2023,R3,E103,"Global Academy of Technology Bangalore","Computer Science and Engineering",20545,,,,,,20079,,23886,,23537,
2023,R3,E103,"Global Academy of Technology Bangalore","Information Science and Engineering",25925,,,,,,24542,,32564,,30845,
2023,R3,E104,"Nagarjuna College of Engineering and Technology Bangalore (R)","Computer Science and Engineering",48710,,,,,,44954,,46700,,48382,
2023,R3,E104,"Nagarjuna College of Engineering and Technology Bangalore (R)","Information Science and Engineering",58427,,,,,,56606,,,,57160,
2023,R3,E105,"Nitte Meenakshi Institutute of Technology Bangalore","Artificial Intelligence and Data Science",14136,,23864,,,,13937,,,,17734,
2023,R3,E105,"Nitte Meenakshi Institutute of Technology Bangalore","Artificial Intelligence and Machine Learning",12540,,,,,,11384,,12645,,16667,
2023,R3,E105,"Nitte Meenakshi Institutute of Technology Bangalore","Computer Science and Engineering",9540,,,,,,8854,,11036,,9896,
2023,R3,E105,"Nitte Meenakshi Institutute of Technology Bangalore","Information Science and Engineering",11975,,,,14443,,11525,,17523,,12663,
2023,R3,E106,"East West Institute of Technology Bangalore","Artificial Intelligence and Data Science",56238,,,,,,56199,,94025,,62496,
2023,R3,E106,"East West Institute of Technology Bangalore","Artificial Intelligence and Machine Learning",,,,,,,49606,,,,59593,
2023,R3,E106,"East West Institute of Technology Bangalore","Computer Science and Engineering",40535,,,,,,39091,,48951,,43466,
2023,R3,E106,"East West Institute of Technology Bangalore","Information Science and Engineering",51777,,,,60829,,50511,,53548,,56067,
2023,R3,E107,"B N M Institute of Technology Bangalore","Artificial Intelligence and Machine Learning",18994,,,,,,18029,,18464,,22388,
2023,R3,E107,"B N M Institute of Technology Bangalore","Computer Science and Engineering",12210,,,,,,12005,,14911,,15634,
2023,R3,E107,"B N M Institute of Technology Bangalore","Information Science and Engineering",12873,,,,,,12646,,,,15819,
2023,R3,E108,"Sapthagiri College of Engineering Bangalore","Computer Science and Engineering",25589,,,,28435,,24351,,25832,,27680,
2023,R3,E108,"Sapthagiri College of Engineering Bangalore","Information Science and Engineering",31157,,,,,,30640,,36273,,34536,
2023,R3,E111,"Sri Venkateshwara College of Engineering Bettahalsur(P), Bangalore","Computer Science (Artificial Intelligence)",52132,,,,,,51579,,,,64254,
2023,R3,E111,"Sri Venkateshwara College of Engineering Bettahalsur(P), Bangalore","Computer Science and Engineering",42268,,,,,,40655,,63074,,47562,
2023,R3,E111,"Sri Venkateshwara College of Engineering Bettahalsur(P), Bangalore","Information Science and Engineering",47359,,,,49855,,46747,,,,49310,
2023,R3,E112,"Sri Krishna Institute of Technology Bangalore","Computer Science and Engineering",55673,,,,,,54854,,61212,,72686,
2023,R3,E114,"G M Institute of Technology Davanagere","Artificial Intelligence and Machine Learning",,,,,,,50873,,54739,,52562,
2023,R3,E114,"G M Institute of Technology Davanagere","Computer Science and Engineering",37671,,,,,,28267,,31586,,31784,
2023,R3,E114,"G M Institute of Technology Davanagere","Information Science and Engineering",39046,,,,,,34615,,,,36607,
2023,R3,E115,"S J B Institute of Technology Kengeri,Bangalore (ATNMS)","Artificial Intelligence and Machine Learning",24732,,,,28173,,23954,,34783,,27936,
2023,R3,E115,"S J B Institute of Technology Kengeri,Bangalore (ATNMS)","Computer Science and Engineering",17540,,,,,,16637,,23632,,19601,
2023,R3,E115,"S J B Institute of Technology Kengeri,Bangalore (ATNMS)","Computer Science and Engineering - Data Science",,,,,26681,,24068,,,,25195,
2023,R3,E115,"S J B Institute of Technology Kengeri,Bangalore (ATNMS)","Information Science and Engineering",21947,,,,,,21849,,23392,,25982,
2023,R3,E118,"RNS Institute of Technology Bangalore","Artificial Intelligence and Data Science",16274,,24920,,,,14901,,,,16701,
2023,R3,E118,"RNS Institute of Technology Bangalore","Computer Science (AI and Machine Learning)",16675,,,,,,15172,,18732,,17905,
2023,R3,E118,"RNS Institute of Technology Bangalore","Computer Science and Engineering",10594,,,,12889,,9112,,12454,,11987,
2023,R3,E118,"RNS Institute of Technology Bangalore","Computer Science - Cyber Security",19701,,,,,,17697,,18209,,23631,
2023,R3,E118,"RNS Institute of Technology Bangalore","Computer Science and Engineering - Data Science",19469,,,,,,16915,,21792,,19650,
2023,R3,E118,"RNS Institute of Technology Bangalore","Information Science and Engineering",13424,,,,15621,,12988,,17529,,15536,
2023,R3,E121,"Vivekananada College of Engineering Technology D K DIST","Computer Science and Engineering",99430,,,,,,47144,,50420,,58613,
2023,R3,E123,"Canara Engineering College Bantwal DK DIST","Artificial Intelligence and Machine Learning",60653,,,,,,54902,,56518,,66671,
2023,R3,E123,"Canara Engineering College Bantwal DK DIST","Computer Science and Engineering",44268,,,,,,36979,,38199,,38410,
2023,R3,E123,"Canara Engineering College Bantwal DK DIST","Information Science and Engineering",56530,,,,,,49880,,58936,,54645,
2023,R3,E126,"B M S Institute of Technology and Management Yelahanka, Bangalore","Artificial Intelligence and Machine Learning",12409,,,,,,11163,,14227,,14294,
2023,R3,E126,"B M S Institute of Technology and Management Yelahanka, Bangalore","Computer Science and Engineering",7229,,,,8951,,6262,,7796,,8438,
2023,R3,E126,"B M S Institute of Technology and Management Yelahanka, Bangalore","Information Science and Engineering",10968,,,,13207,,9744,,18432,,12490,
2023,R3,E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi","Artificial Intelligence and Data Science",,,,,,,45677,,,,61820,
2023,R3,E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi","Computer Science and Engineering",,,,,,,33085,,39221,,44791,
2023,R3,E129,"St. Joseph Engineering College Mangalore","Artificial Intelligence and Machine Learning",,,,,,,22514,,,,25119,
2023,R3,E129,"St. Joseph Engineering College Mangalore","Computer Science and Engineering",27939,,,,29526,,16947,,28842,,24600,
2023,R3,E129,"St. Joseph Engineering College Mangalore","Computer Science and Engineering - Data Science",,,,,,,23574,,,,27918,
2023,R3,E133,"G S S S Institute of Engineering and Technology for Women Mysore","Artificial Intelligence and Data Science",30923,,,,,,29624,,38290,,31623,
2023,R3,E133,"G S S S Institute of Engineering and Technology for Women Mysore","Computer Science (AI and Machine Learning)",,,,,40900,,28080,,38635,,38951,
2023,R3,E133,"G S S S Institute of Engineering and Technology for Women Mysore","Computer Science and Engineering",20829,,,,,,20485,,25568,,23861,
2023,R3,E133,"G S S S Institute of Engineering and Technology for Women Mysore","Information Science and Engineering",23806,,,,,,23107,,,,30283,
2023,R3,E134,"Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech. Laxmeshwara-Tq, Gadag Dt.","Computer Science and Engineering",99724,,,,,,41021,,55697,,51121,
2023,R3,E135,"K L S Viswanathrao Deshpande Institute of Technology Haliyal, Uttara Kannada -Dist","Computer Science (AI and Machine Learning)",120190,,,,,,57606,,63632,,76788,
2023,R3,E135,"K L S Viswanathrao Deshpande Institute of Technology Haliyal, Uttara Kannada -Dist","Computer Science and Engineering",37293,,,,,,33504,,40798,,60738,
2023,R3,E141,"P E S University (Electronic City Campus) Bangalore","Computer Science and Engineering",7728,,23020,,9724,,5600,,13003,,9662,
2023,R3,E142,"Adichunchanagiri University(Formerly BGSIT) Nagamangala Taluk,Mandya Dist.","Artificial Intelligence and Machine Learning",,,,,,,51554,,,,61352,
2023,R3,E142,"Adichunchanagiri University(Formerly BGSIT) Nagamangala Taluk,Mandya Dist.","Computer Science and Engineering",38045,,,,,,35859,,45847,,45692,
2023,R3,E142,"Adichunchanagiri University(Formerly BGSIT) Nagamangala Taluk,Mandya Dist.","Information Science and Engineering",45233,,,,,,44423,,56524,,45897,
2023,R3,E144,"Srinivas Institute of Technology Mangalore.","Computer Science and Engineering",,,,,,,48219,,53019,,60553,
2023,R3,E144,"Srinivas Institute of Technology Mangalore.","Information Science and Engineering",,,,,,,58722,,,,63765,
2023,R3,E145,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore","Artificial Intelligence and Machine Learning",43281,,,,,,39840,,54643,,40738,
2023,R3,E145,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore","Computer Science and Engineering",35681,,,,,,33794,,36346,,41181,
2023,R3,E145,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore","Computer Science - IoT and Cyber Security",65769,,,,,,58607,,184431,,80959,
2023,R3,E145,"Rajarajeswari College of Engineering Kumbalagodu,Bangalore","Information Science and Engineering",40239,,,,43274,,40216,,58748,,42261,
2023,R3,E147,"T.John Engineering College Bangalore","Computer Science and Engineering",63361,,,,,,58705,,,,82699,
2023,R3,E149,"Cambridge Institutute of Technology Bangalore","Artificial Intelligence and Machine Learning",31214,,,,,,30958,,50637,,41451,
2023,R3,E149,"Cambridge Institutute of Technology Bangalore","Computer Science and Engineering",24055,,,,,,23063,,30199,,26648,
